date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:23:28	25443/25443	---M--	200	added ('OK')	text/css	date:Tue,%2005%20Jul%202022%2023:53:23%20GMT	https://videolucrativos.space/wp-content/plugins/happy-elementor-addons/assets/fonts/style.min.css?ver=3.6.2	C:/Meus%20Sites/profissaodofututo/videolucrativos.space/wp-content/plugins/happy-elementor-addons/assets/fonts/style.min822f.css	(from https://videolucrativos.space/promocao/?pv=lipydzdz&af=afimvjpyp)
11:23:28	30999/30999	---M--	200	added ('OK')	text/css	date:Thu,%2028%20Jul%202022%2000:45:56%20GMT	https://videolucrativos.space/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min.css?ver=4.7.0	C:/Meus%20Sites/profissaodofututo/videolucrativos.space/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min1849.css	(from https://videolucrativos.space/promocao/?pv=lipydzdz&af=afimvjpyp)
11:23:29	57912/57912	---M--	200	added ('OK')	text/css	date:Thu,%2028%20Jul%202022%2000:45:56%20GMT	https://videolucrativos.space/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	C:/Meus%20Sites/profissaodofututo/videolucrativos.space/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from https://videolucrativos.space/promocao/?pv=lipydzdz&af=afimvjpyp)
11:23:29	677/677	---M--	200	added ('OK')	text/css	date:Thu,%2028%20Jul%202022%2000:45:56%20GMT	https://videolucrativos.space/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.15.3	C:/Meus%20Sites/profissaodofututo/videolucrativos.space/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min52d5.css	(from https://videolucrativos.space/promocao/?pv=lipydzdz&af=afimvjpyp)
11:23:29	669/669	---M--	200	added ('OK')	text/css	date:Thu,%2028%20Jul%202022%2000:45:56%20GMT	https://videolucrativos.space/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3	C:/Meus%20Sites/profissaodofututo/videolucrativos.space/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css	(from https://videolucrativos.space/promocao/?pv=lipydzdz&af=afimvjpyp)
11:23:29	11224/11224	---M--	200	added ('OK')	application/javascript	date:Wed,%2018%20Nov%202020%2009:06:06%20GMT	https://videolucrativos.space/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	C:/Meus%20Sites/profissaodofututo/videolucrativos.space/wp-includes/js/jquery/jquery-migrate.mind617.js	(from https://videolucrativos.space/promocao/?pv=lipydzdz&af=afimvjpyp)
11:23:30	26111/26111	---M--	200	added ('OK')	application/javascript	date:Sat,%2002%20Apr%202022%2002:26:08%20GMT	https://videolucrativos.space/wp-content/themes/twentytwenty/assets/js/index.js?ver=2.0	C:/Meus%20Sites/profissaodofututo/videolucrativos.space/wp-content/themes/twentytwenty/assets/js/indexd5f7.js	(from https://videolucrativos.space/promocao/?pv=lipydzdz&af=afimvjpyp)
11:23:30	89521/89521	---M--	200	added ('OK')	application/javascript	date:Wed,%2010%20Mar%202021%2015:07:24%20GMT	https://videolucrativos.space/wp-includes/js/jquery/jquery.min.js?ver=3.6.0	C:/Meus%20Sites/profissaodofututo/videolucrativos.space/wp-includes/js/jquery/jquery.minaf6c.js	(from https://videolucrativos.space/promocao/?pv=lipydzdz&af=afimvjpyp)
11:23:30	15055/15055	---M--	200	added ('OK')	application/javascript	date:Thu,%2028%20Jul%202022%2000:45:56%20GMT	https://videolucrativos.space/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js?ver=3.6.8	C:/Meus%20Sites/profissaodofututo/videolucrativos.space/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.mina4f3.js	(from https://videolucrativos.space/promocao/?pv=lipydzdz&af=afimvjpyp)
11:23:30	101944/101944	---M-Z	200	added ('OK')	application/x-javascript	date:Wed,%2010%20Aug%202022%2014:23:31%20GMT	https://connect.facebook.net/en_US/fbevents.js	C:/Meus%20Sites/profissaodofututo/connect.facebook.net/en_US/fbevents.js	(from https://videolucrativos.space/promocao/?pv=lipydzdz&af=afimvjpyp)
11:23:30	2296/2296	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Jun%202022%2010:18:06%20GMT	https://videolucrativos.space/wp-content/uploads/2022/06/cropped-ccd-2-32x32.png	C:/Meus%20Sites/profissaodofututo/videolucrativos.space/wp-content/uploads/2022/06/cropped-ccd-2-32x32.png	(from https://videolucrativos.space/promocao/?pv=lipydzdz&af=afimvjpyp)
11:23:31	37428/37428	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Jun%202022%2010:18:06%20GMT	https://videolucrativos.space/wp-content/uploads/2022/06/cropped-ccd-2-192x192.png	C:/Meus%20Sites/profissaodofututo/videolucrativos.space/wp-content/uploads/2022/06/cropped-ccd-2-192x192.png	(from https://videolucrativos.space/promocao/?pv=lipydzdz&af=afimvjpyp)
11:23:31	34015/34015	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Jun%202022%2010:18:06%20GMT	https://videolucrativos.space/wp-content/uploads/2022/06/cropped-ccd-2-180x180.png	C:/Meus%20Sites/profissaodofututo/videolucrativos.space/wp-content/uploads/2022/06/cropped-ccd-2-180x180.png	(from https://videolucrativos.space/promocao/?pv=lipydzdz&af=afimvjpyp)
11:23:31	15486/15486	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Jun%202022%2011:02:42%20GMT	https://videolucrativos.space/wp-content/uploads/2022/06/Headline-PC.png	C:/Meus%20Sites/profissaodofututo/videolucrativos.space/wp-content/uploads/2022/06/Headline-PC.png	(from https://videolucrativos.space/promocao/?pv=lipydzdz&af=afimvjpyp)
11:23:31	1350/1350	---M--	200	added ('OK')	image/jpeg	etag:%22679bd7e5ca09ef470139948d0c6c7a43%22	https://images.converteai.net/ebc3dd7e-81a7-4893-8291-e2afb4fab1f3/players/62ddbb85b8cc47000a2bd4a5/thumbnail.jpg	C:/Meus%20Sites/profissaodofututo/images.converteai.net/ebc3dd7e-81a7-4893-8291-e2afb4fab1f3/players/62ddbb85b8cc47000a2bd4a5/thumbnail.jpg	(from https://videolucrativos.space/promocao/?pv=lipydzdz&af=afimvjpyp)
11:23:31	2504/2504	---MCZ	200	added ('OK')	application/javascript	etag:W/%22cfc8b3d606bc51513094bb1fdb8df41b%22	https://scripts.converteai.net/ebc3dd7e-81a7-4893-8291-e2afb4fab1f3/players/62ddbb85b8cc47000a2bd4a5/player.js	C:/Meus%20Sites/profissaodofututo/scripts.converteai.net/ebc3dd7e-81a7-4893-8291-e2afb4fab1f3/players/62ddbb85b8cc47000a2bd4a5/player.js	(from https://videolucrativos.space/promocao/?pv=lipydzdz&af=afimvjpyp)
11:23:32	3726/3726	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Jun%202022%2018:58:36%20GMT	https://videolucrativos.space/wp-content/uploads/2022/06/compra-segura-3-1.png	C:/Meus%20Sites/profissaodofututo/videolucrativos.space/wp-content/uploads/2022/06/compra-segura-3-1.png	(from https://videolucrativos.space/promocao/?pv=lipydzdz&af=afimvjpyp)
11:23:32	1332/1332	---M--	200	added ('OK')	image/jpeg	etag:%22c8f6df88d2bf32446c8fd528db9d2a7d%22	https://images.converteai.net/ebc3dd7e-81a7-4893-8291-e2afb4fab1f3/players/62e4698d9191070009920d0b/thumbnail.jpg	C:/Meus%20Sites/profissaodofututo/images.converteai.net/ebc3dd7e-81a7-4893-8291-e2afb4fab1f3/players/62e4698d9191070009920d0b/thumbnail.jpg	(from https://videolucrativos.space/promocao/?pv=lipydzdz&af=afimvjpyp)
11:23:32	2179/2179	---MCZ	200	added ('OK')	application/javascript	etag:W/%22da7bac6f647ed336c7597e14f12a856d%22	https://scripts.converteai.net/ebc3dd7e-81a7-4893-8291-e2afb4fab1f3/players/62e4698d9191070009920d0b/player.js	C:/Meus%20Sites/profissaodofututo/scripts.converteai.net/ebc3dd7e-81a7-4893-8291-e2afb4fab1f3/players/62e4698d9191070009920d0b/player.js	(from https://videolucrativos.space/promocao/?pv=lipydzdz&af=afimvjpyp)
11:23:32	1156/1156	---M--	200	added ('OK')	image/jpeg	etag:%2205aa3b3036706836a150928e9bc8a033%22	https://images.converteai.net/ebc3dd7e-81a7-4893-8291-e2afb4fab1f3/players/62e469972ab6d2000ab75378/thumbnail.jpg	C:/Meus%20Sites/profissaodofututo/images.converteai.net/ebc3dd7e-81a7-4893-8291-e2afb4fab1f3/players/62e469972ab6d2000ab75378/thumbnail.jpg	(from https://videolucrativos.space/promocao/?pv=lipydzdz&af=afimvjpyp)
11:23:33	2179/2179	---MCZ	200	added ('OK')	application/javascript	etag:W/%22fd31a03560920513a69560254ff9dde9%22	https://scripts.converteai.net/ebc3dd7e-81a7-4893-8291-e2afb4fab1f3/players/62e469972ab6d2000ab75378/player.js	C:/Meus%20Sites/profissaodofututo/scripts.converteai.net/ebc3dd7e-81a7-4893-8291-e2afb4fab1f3/players/62e469972ab6d2000ab75378/player.js	(from https://videolucrativos.space/promocao/?pv=lipydzdz&af=afimvjpyp)
11:23:33	1178/1178	---M--	200	added ('OK')	image/jpeg	etag:%228d29db9961bc54fce766a6a7b6d5c3cf%22	https://images.converteai.net/ebc3dd7e-81a7-4893-8291-e2afb4fab1f3/players/62e46aac2ab6d2000ab7537e/thumbnail.jpg	C:/Meus%20Sites/profissaodofututo/images.converteai.net/ebc3dd7e-81a7-4893-8291-e2afb4fab1f3/players/62e46aac2ab6d2000ab7537e/thumbnail.jpg	(from https://videolucrativos.space/promocao/?pv=lipydzdz&af=afimvjpyp)
11:23:33	2179/2179	---MCZ	200	added ('OK')	application/javascript	etag:W/%226fc201eed3587112b048dca58412119c%22	https://scripts.converteai.net/ebc3dd7e-81a7-4893-8291-e2afb4fab1f3/players/62e46aac2ab6d2000ab7537e/player.js	C:/Meus%20Sites/profissaodofututo/scripts.converteai.net/ebc3dd7e-81a7-4893-8291-e2afb4fab1f3/players/62e46aac2ab6d2000ab7537e/player.js	(from https://videolucrativos.space/promocao/?pv=lipydzdz&af=afimvjpyp)
11:23:33	28775/28775	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Jun%202022%2018:46:39%20GMT	https://videolucrativos.space/wp-content/uploads/2022/06/Garantia-verde-300x231.png	C:/Meus%20Sites/profissaodofututo/videolucrativos.space/wp-content/uploads/2022/06/Garantia-verde-300x231.png	(from https://videolucrativos.space/promocao/?pv=lipydzdz&af=afimvjpyp)
11:23:34	58659/58659	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Jun%202022%2010:30:31%20GMT	https://videolucrativos.space/wp-content/uploads/2022/06/Site_Seguro_Selos.png	C:/Meus%20Sites/profissaodofututo/videolucrativos.space/wp-content/uploads/2022/06/Site_Seguro_Selos.png	(from https://videolucrativos.space/promocao/?pv=lipydzdz&af=afimvjpyp)
11:23:34	2176/2176	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262f26580-880%22	https://ev.braip.com/js/braip-booster.js?v=	C:/Meus%20Sites/profissaodofututo/ev.braip.com/js/braip-boosterec92.js	(from https://videolucrativos.space/promocao/?pv=lipydzdz&af=afimvjpyp)
11:23:34	365/365	---M--	200	added ('OK')	application/javascript	date:Thu,%2023%20Jun%202022%2010:31:15%20GMT	https://videolucrativos.space/wp-content/plugins/backexit-redirect-master/public/js/ber.js?ver=1.0.5	C:/Meus%20Sites/profissaodofututo/videolucrativos.space/wp-content/plugins/backexit-redirect-master/public/js/ber97de.js	(from https://videolucrativos.space/promocao/?pv=lipydzdz&af=afimvjpyp)
11:23:34	38728/38728	---M--	200	added ('OK')	application/javascript	date:Tue,%2005%20Jul%202022%2023:53:23%20GMT	https://videolucrativos.space/wp-content/plugins/happy-elementor-addons/assets/js/happy-addons.min.js?ver=3.6.2	C:/Meus%20Sites/profissaodofututo/videolucrativos.space/wp-content/plugins/happy-elementor-addons/assets/js/happy-addons.min822f.js	(from https://videolucrativos.space/promocao/?pv=lipydzdz&af=afimvjpyp)
11:23:34	17741/17741	---M--	200	added ('OK')	application/javascript	date:Tue,%2005%20Jul%202022%2023:53:23%20GMT	https://videolucrativos.space/wp-content/plugins/happy-elementor-addons/assets/vendor/anime/lib/anime.min.js?ver=3.6.2	C:/Meus%20Sites/profissaodofututo/videolucrativos.space/wp-content/plugins/happy-elementor-addons/assets/vendor/anime/lib/anime.min822f.js	(from https://videolucrativos.space/promocao/?pv=lipydzdz&af=afimvjpyp)
11:23:35	5536/5536	---M--	200	added ('OK')	application/javascript	date:Tue,%2007%20Jun%202022%2020:51:16%20GMT	https://videolucrativos.space/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min.js?ver=3.2.1	C:/Meus%20Sites/profissaodofututo/videolucrativos.space/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.mindeae.js	(from https://videolucrativos.space/promocao/?pv=lipydzdz&af=afimvjpyp)
11:23:35	4957/4957	---M--	200	added ('OK')	application/javascript	date:Thu,%2028%20Jul%202022%2000:45:56%20GMT	https://videolucrativos.space/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.6.8	C:/Meus%20Sites/profissaodofututo/videolucrativos.space/wp-content/plugins/elementor/assets/js/webpack.runtime.mina4f3.js	(from https://videolucrativos.space/promocao/?pv=lipydzdz&af=afimvjpyp)
11:23:35	32609/32609	---M--	200	added ('OK')	application/javascript	date:Thu,%2028%20Jul%202022%2000:45:56%20GMT	https://videolucrativos.space/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.6.8	C:/Meus%20Sites/profissaodofututo/videolucrativos.space/wp-content/plugins/elementor/assets/js/frontend-modules.mina4f3.js	(from https://videolucrativos.space/promocao/?pv=lipydzdz&af=afimvjpyp)
11:23:35	6595/6595	---M--	200	added ('OK')	application/javascript	date:Tue,%2007%20Jun%202022%2020:51:16%20GMT	https://videolucrativos.space/wp-content/plugins/elementor-pro/assets/lib/sticky/jquery.sticky.min.js?ver=3.2.1	C:/Meus%20Sites/profissaodofututo/videolucrativos.space/wp-content/plugins/elementor-pro/assets/lib/sticky/jquery.sticky.mindeae.js	(from https://videolucrativos.space/promocao/?pv=lipydzdz&af=afimvjpyp)
11:23:36	57125/57125	---M--	200	added ('OK')	application/javascript	date:Tue,%2007%20Jun%202022%2020:51:16%20GMT	https://videolucrativos.space/wp-content/plugins/elementor-pro/assets/js/frontend.min.js?ver=3.2.1	C:/Meus%20Sites/profissaodofututo/videolucrativos.space/wp-content/plugins/elementor-pro/assets/js/frontend.mindeae.js	(from https://videolucrativos.space/promocao/?pv=lipydzdz&af=afimvjpyp)
11:23:37	12198/12198	---M--	200	added ('OK')	application/javascript	date:Thu,%2028%20Jul%202022%2000:45:56%20GMT	https://videolucrativos.space/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/Meus%20Sites/profissaodofututo/videolucrativos.space/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://videolucrativos.space/promocao/?pv=lipydzdz&af=afimvjpyp)
11:23:37	20715/20715	---M--	200	added ('OK')	application/javascript	date:Wed,%2027%20Jul%202022%2007:16:00%20GMT	https://videolucrativos.space/wp-includes/js/jquery/ui/core.min.js?ver=1.13.1	C:/Meus%20Sites/profissaodofututo/videolucrativos.space/wp-includes/js/jquery/ui/core.min0028.js	(from https://videolucrativos.space/promocao/?pv=lipydzdz&af=afimvjpyp)
11:23:37	40477/40477	---M--	200	added ('OK')	application/javascript	date:Thu,%2028%20Jul%202022%2000:45:56%20GMT	https://videolucrativos.space/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.6.8	C:/Meus%20Sites/profissaodofututo/videolucrativos.space/wp-content/plugins/elementor/assets/js/frontend.mina4f3.js	(from https://videolucrativos.space/promocao/?pv=lipydzdz&af=afimvjpyp)
11:23:37	51212/51212	---M--	200	added ('OK')	application/javascript	date:Tue,%2007%20Jun%202022%2020:51:16%20GMT	https://videolucrativos.space/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min.js?ver=3.2.1	C:/Meus%20Sites/profissaodofututo/videolucrativos.space/wp-content/plugins/elementor-pro/assets/js/elements-handlers.mindeae.js	(from https://videolucrativos.space/promocao/?pv=lipydzdz&af=afimvjpyp)
11:23:38	223892/223892	---M--	200	added ('OK')	font/woff2	date:Wed,%2023%20Oct%202019%2002:57:08%20GMT	https://videolucrativos.space/wp-content/themes/twentytwenty/assets/fonts/inter/Inter-upright-var.woff2	C:/Meus%20Sites/profissaodofututo/videolucrativos.space/wp-content/themes/twentytwenty/assets/fonts/inter/Inter-upright-var.woff2	(from https://videolucrativos.space/wp-content/themes/twentytwenty/style.css?ver=2.0)
11:23:38	236832/236832	---M--	200	added ('OK')	font/woff2	date:Wed,%2023%20Oct%202019%2002:57:08%20GMT	https://videolucrativos.space/wp-content/themes/twentytwenty/assets/fonts/inter/Inter-italic-var.woff2	C:/Meus%20Sites/profissaodofututo/videolucrativos.space/wp-content/themes/twentytwenty/assets/fonts/inter/Inter-italic-var.woff2	(from https://videolucrativos.space/wp-content/themes/twentytwenty/style.css?ver=2.0)
11:23:39	78171/78171	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20Jun%202022%2021:36:51%20GMT	https://videolucrativos.space/wp-content/uploads/2022/06/fundo-1-1-1-1.jpg	C:/Meus%20Sites/profissaodofututo/videolucrativos.space/wp-content/uploads/2022/06/fundo-1-1-1-1.jpg	(from https://videolucrativos.space/wp-content/uploads/elementor/css/post-1540.css?ver=1659574304)
11:23:39	123520/123520	---M--	200	added ('OK')	font/woff2	date:Tue,%2005%20Jul%202022%2023:53:23%20GMT	https://videolucrativos.space/wp-content/plugins/happy-elementor-addons/assets/fonts/happy-icons.woff2	C:/Meus%20Sites/profissaodofututo/videolucrativos.space/wp-content/plugins/happy-elementor-addons/assets/fonts/happy-icons.woff2	(from https://videolucrativos.space/wp-content/plugins/happy-elementor-addons/assets/fonts/style.min.css?ver=3.6.2)
11:23:40	294780/294780	---M--	200	added ('OK')	font/woff	date:Tue,%2005%20Jul%202022%2023:53:23%20GMT	https://videolucrativos.space/wp-content/plugins/happy-elementor-addons/assets/fonts/happy-icons.woff	C:/Meus%20Sites/profissaodofututo/videolucrativos.space/wp-content/plugins/happy-elementor-addons/assets/fonts/happy-icons.woff	(from https://videolucrativos.space/wp-content/plugins/happy-elementor-addons/assets/fonts/style.min.css?ver=3.6.2)
11:23:40	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2010%20Aug%202022%2014:23:41%20GMT	https://videolucrativos.space/promocao/c	C:/Meus%20Sites/profissaodofututo/videolucrativos.space/promocao/c	(from https://connect.facebook.net/en_US/fbevents.js)
11:23:41	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2010%20Aug%202022%2014:23:41%20GMT	https://videolucrativos.space/promocao/b	C:/Meus%20Sites/profissaodofututo/videolucrativos.space/promocao/b	(from https://connect.facebook.net/en_US/fbevents.js)
11:23:41	43312/43312	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Aug%202022%2014:23:42%20GMT	https://videolucrativos.space/promocao/POST	C:/Meus%20Sites/profissaodofututo/videolucrativos.space/promocao/POST	(from https://connect.facebook.net/en_US/fbevents.js)
11:23:41	776099/776099	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2005%20Jul%202022%2023:53:23%20GMT	https://videolucrativos.space/wp-content/plugins/happy-elementor-addons/assets/fonts/happy-icons.svg	C:/Meus%20Sites/profissaodofututo/videolucrativos.space/wp-content/plugins/happy-elementor-addons/assets/fonts/happy-icons.svg	(from https://videolucrativos.space/wp-content/plugins/happy-elementor-addons/assets/fonts/style.min.css?ver=3.6.2)
